Test Number, Average Error, Result 1, Result 2, Result 3, Result 4, Result 5, Result 6, Result 7, Result 8, Result 9
410,0.00971746,0.500394,-1.23995e-05,0.000230834,0.500262,4.71298e-05,-0.000128633,0.500392,0.977647,0.000299218
411,0.00969496,0.500392,-1.23621e-05,0.000230139,0.500261,4.69879e-05,-0.000128246,0.50039,0.977678,0.000298318
412,0.00967258,0.500391,-1.2325e-05,0.000229448,0.50026,4.68468e-05,-0.000127861,0.500389,0.977708,0.000297422
413,0.00965032,0.50039,-1.22881e-05,0.000228761,0.500259,4.67065e-05,-0.000127478,0.500388,0.977738,0.000296531
414,0.00962819,0.500389,-1.22514e-05,0.000228077,0.500258,4.65669e-05,-0.000127097,0.500387,0.977768,0.000295645
415,0.00960617,0.500388,-1.22148e-05,0.000227397,0.500258,4.6428e-05,-0.000126718,0.500386,0.977798,0.000294763
416,0.00958427,0.500387,-1.21785e-05,0.00022672,0.500257,4.62899e-05,-0.000126341,0.500385,0.977828,0.000293886
417,0.00956249,0.500385,-1.21423e-05,0.000226047,0.500256,4.61525e-05,-0.000125966,0.500383,0.977858,0.000293013
418,0.00954083,0.500384,-1.21064e-05,0.000225377,0.500255,4.60157e-05,-0.000125593,0.500382,0.977887,0.000292146
419,0.00951929,0.500383,-1.20706e-05,0.000224711,0.500255,4.58798e-05,-0.000125222,0.500381,0.977917,0.000291282
420,0.00949786,0.500382,-1.2035e-05,0.000224049,0.500254,4.57445e-05,-0.000124852,0.50038,0.977946,0.000290423
421,0.00947655,0.500381,-1.19996e-05,0.000223389,0.500253,4.56099e-05,-0.000124485,0.500379,0.977976,0.000289569
422,0.00945535,0.50038,-1.19644e-05,0.000222734,0.500252,4.5476e-05,-0.00012412,0.500378,0.978005,0.000288719
423,0.00943426,0.500379,-1.19293e-05,0.000222081,0.500252,4.53428e-05,-0.000123756,0.500377,0.978034,0.000287873
424,0.00941329,0.500377,-1.18945e-05,0.000221432,0.500251,4.52103e-05,-0.000123394,0.500376,0.978063,0.000287032
425,0.00939243,0.500376,-1.18598e-05,0.000220786,0.50025,4.50784e-05,-0.000123035,0.500374,0.978092,0.000286195
426,0.00937169,0.500375,-1.18253e-05,0.000220144,0.500249,4.49473e-05,-0.000122677,0.500373,0.97812,0.000285362
427,0.00935105,0.500374,-1.17909e-05,0.000219505,0.500249,4.48168e-05,-0.00012232,0.500372,0.978149,0.000284533
428,0.00933052,0.500373,-1.17568e-05,0.000218869,0.500248,4.46869e-05,-0.000121966,0.500371,0.978178,0.000283709
429,0.0093101,0.500372,-1.17228e-05,0.000218236,0.500247,4.45578e-05,-0.000121614,0.50037,0.978206,0.000282889
430,0.0092898,0.500371,-1.1689e-05,0.000217607,0.500246,4.44292e-05,-0.000121263,0.500369,0.978234,0.000282073
431,0.00926959,0.50037,-1.16553e-05,0.000216981,0.500246,4.43014e-05,-0.000120914,0.500368,0.978263,0.000281261
432,0.0092495,0.500369,-1.16219e-05,0.000216358,0.500245,4.41742e-05,-0.000120567,0.500367,0.978291,0.000280454
433,0.00922951,0.500368,-1.15886e-05,0.000215738,0.500244,4.40476e-05,-0.000120221,0.500366,0.978319,0.00027965
434,0.00920963,0.500367,-1.15554e-05,0.000215121,0.500244,4.39216e-05,-0.000119877,0.500365,0.978347,0.00027885
435,0.00918985,0.500366,-1.15225e-05,0.000214507,0.500243,4.37963e-05,-0.000119535,0.500364,0.978374,0.000278055
436,0.00917018,0.500365,-1.14897e-05,0.000213896,0.500242,4.36716e-05,-0.000119195,0.500363,0.978402,0.000277263
437,0.00915061,0.500363,-1.1457e-05,0.000213289,0.500242,4.35476e-05,-0.000118856,0.500362,0.97843,0.000276476
438,0.00913114,0.500362,-1.14245e-05,0.000212684,0.500241,4.34241e-05,-0.00011852,0.500361,0.978457,0.000275692
439,0.00911178,0.500361,-1.13922e-05,0.000212083,0.50024,4.33013e-05,-0.000118184,0.50036,0.978485,0.000274912
440,0.00909251,0.50036,-1.13601e-05,0.000211484,0.50024,4.31791e-05,-0.000117851,0.500359,0.978512,0.000274136
441,0.00907335,0.500359,-1.13281e-05,0.000210888,0.500239,4.30575e-05,-0.000117519,0.500358,0.978539,0.000273364
442,0.00905429,0.500358,-1.12962e-05,0.000210296,0.500238,4.29365e-05,-0.000117188,0.500357,0.978566,0.000272596
443,0.00903533,0.500357,-1.12646e-05,0.000209706,0.500237,4.2816e-05,-0.00011686,0.500356,0.978593,0.000271831
444,0.00901646,0.500356,-1.1233e-05,0.000209119,0.500237,4.26962e-05,-0.000116533,0.500355,0.97862,0.00027107
445,0.0089977,0.500355,-1.12017e-05,0.000208535,0.500236,4.2577e-05,-0.000116207,0.500354,0.978647,0.000270313
446,0.00897903,0.500354,-1.11704e-05,0.000207954,0.500235,4.24583e-05,-0.000115883,0.500353,0.978674,0.00026956
447,0.00896046,0.500353,-1.11394e-05,0.000207375,0.500235,4.23403e-05,-0.000115561,0.500352,0.9787,0.00026881
448,0.00894198,0.500352,-1.11085e-05,0.0002068,0.500234,4.22228e-05,-0.00011524,0.500351,0.978727,0.000268064
449,0.0089236,0.500351,-1.10777e-05,0.000206227,0.500234,4.21058e-05,-0.000114921,0.50035,0.978753,0.000267322
450,0.00890532,0.50035,-1.10471e-05,0.000205657,0.500233,4.19895e-05,-0.000114604,0.500349,0.97878,0.000266583
451,0.00888712,0.500349,-1.10166e-05,0.00020509,0.500232,4.18737e-05,-0.000114288,0.500348,0.978806,0.000265848
452,0.00886903,0.500348,-1.09863e-05,0.000204526,0.500232,4.17584e-05,-0.000113973,0.500347,0.978832,0.000265117
453,0.00885102,0.500348,-1.09561e-05,0.000203964,0.500231,4.16437e-05,-0.00011366,0.500346,0.978858,0.000264388
454,0.00883311,0.500347,-1.09261e-05,0.000203405,0.50023,4.15296e-05,-0.000113349,0.500345,0.978884,0.000263664
455,0.00881529,0.500346,-1.08962e-05,0.000202849,0.50023,4.1416e-05,-0.000113039,0.500344,0.97891,0.000262943
456,0.00879756,0.500345,-1.08665e-05,0.000202295,0.500229,4.1303e-05,-0.00011273,0.500343,0.978936,0.000262225
457,0.00877992,0.500344,-1.08369e-05,0.000201744,0.500228,4.11905e-05,-0.000112423,0.500342,0.978961,0.000261511
458,0.00876238,0.500343,-1.08074e-05,0.000201196,0.500228,4.10785e-05,-0.000112118,0.500341,0.978987,0.0002608
459,0.00874492,0.500342,-1.07781e-05,0.00020065,0.500227,4.09671e-05,-0.000111813,0.50034,0.979013,0.000260093
460,0.00872755,0.500341,-1.07489e-05,0.000200107,0.500227,4.08562e-05,-0.000111511,0.500339,0.979038,0.000259389
461,0.00871026,0.50034,-1.07199e-05,0.000199566,0.500226,4.07458e-05,-0.000111209,0.500338,0.979063,0.000258688
462,0.00869307,0.500339,-1.0691e-05,0.000199028,0.500225,4.0636e-05,-0.00011091,0.500337,0.979089,0.00025799
463,0.00867596,0.500338,-1.06622e-05,0.000198493,0.500225,4.05267e-05,-0.000110611,0.500336,0.979114,0.000257296
464,0.00865894,0.500337,-1.06336e-05,0.00019796,0.500224,4.04178e-05,-0.000110314,0.500336,0.979139,0.000256605
465,0.00864201,0.500336,-1.06051e-05,0.000197429,0.500224,4.03095e-05,-0.000110019,0.500335,0.979164,0.000255918
466,0.00862516,0.500335,-1.05768e-05,0.000196901,0.500223,4.02017e-05,-0.000109724,0.500334,0.979189,0.000255233
467,0.00860839,0.500335,-1.05485e-05,0.000196376,0.500222,4.00944e-05,-0.000109432,0.500333,0.979214,0.000254552
468,0.00859171,0.500334,-1.05204e-05,0.000195853,0.500222,3.99876e-05,-0.00010914,0.500332,0.979238,0.000253874
469,0.00857511,0.500333,-1.04925e-05,0.000195332,0.500221,3.98814e-05,-0.00010885,0.500331,0.979263,0.000253199
470,0.0085586,0.500332,-1.04646e-05,0.000194814,0.500221,3.97756e-05,-0.000108561,0.50033,0.979288,0.000252528
471,0.00854217,0.500331,-1.04369e-05,0.000194298,0.50022,3.96702e-05,-0.000108274,0.500329,0.979312,0.000251859
472,0.00852582,0.50033,-1.04093e-05,0.000193785,0.500219,3.95654e-05,-0.000107988,0.500328,0.979337,0.000251194
473,0.00850955,0.500329,-1.03819e-05,0.000193274,0.500219,3.94611e-05,-0.000107703,0.500328,0.979361,0.000250531
474,0.00849336,0.500328,-1.03546e-05,0.000192765,0.500218,3.93572e-05,-0.00010742,0.500327,0.979385,0.000249872
475,0.00847726,0.500327,-1.03274e-05,0.000192259,0.500218,3.92539e-05,-0.000107137,0.500326,0.979409,0.000249216
476,0.00846123,0.500327,-1.03003e-05,0.000191755,0.500217,3.9151e-05,-0.000106857,0.500325,0.979433,0.000248562
477,0.00844528,0.500326,-1.02734e-05,0.000191253,0.500216,3.90485e-05,-0.000106577,0.500324,0.979457,0.000247912
478,0.00842941,0.500325,-1.02465e-05,0.000190754,0.500216,3.89466e-05,-0.000106299,0.500323,0.979481,0.000247265
479,0.00841362,0.500324,-1.02198e-05,0.000190257,0.500215,3.88451e-05,-0.000106022,0.500322,0.979505,0.00024662
480,0.00839791,0.500323,-1.01932e-05,0.000189762,0.500215,3.8744e-05,-0.000105746,0.500322,0.979529,0.000245979
481,0.00838227,0.500322,-1.01668e-05,0.000189269,0.500214,3.86435e-05,-0.000105471,0.500321,0.979553,0.00024534
482,0.00836671,0.500322,-1.01405e-05,0.000188779,0.500214,3.85434e-05,-0.000105198,0.50032,0.979576,0.000244705
483,0.00835123,0.500321,-1.01142e-05,0.000188291,0.500213,3.84437e-05,-0.000104926,0.500319,0.9796,0.000244072
484,0.00833582,0.50032,-1.00881e-05,0.000187805,0.500213,3.83445e-05,-0.000104655,0.500318,0.979623,0.000243442
485,0.00832049,0.500319,-1.00621e-05,0.000187321,0.500212,3.82457e-05,-0.000104386,0.500317,0.979647,0.000242815
486,0.00830523,0.500318,-1.00363e-05,0.00018684,0.500211,3.81474e-05,-0.000104117,0.500317,0.97967,0.000242191
487,0.00829005,0.500317,-1.00105e-05,0.00018636,0.500211,3.80495e-05,-0.00010385,0.500316,0.979693,0.000241569
488,0.00827494,0.500317,-9.98489e-06,0.000185883,0.50021,3.79521e-05,-0.000103584,0.500315,0.979716,0.000240951
489,0.00825991,0.500316,-9.95937e-06,0.000185408,0.50021,3.78551e-05,-0.00010332,0.500314,0.979739,0.000240335
490,0.00824494,0.500315,-9.93397e-06,0.000184935,0.500209,3.77585e-05,-0.000103056,0.500313,0.979763,0.000239722
491,0.00823005,0.500314,-9.90867e-06,0.000184464,0.500209,3.76624e-05,-0.000102794,0.500313,0.979785,0.000239112
492,0.00821524,0.500313,-9.88349e-06,0.000183995,0.500208,3.75667e-05,-0.000102532,0.500312,0.979808,0.000238504
493,0.00820049,0.500313,-9.85842e-06,0.000183529,0.500208,3.74714e-05,-0.000102272,0.500311,0.979831,0.000237899
494,0.00818581,0.500312,-9.83347e-06,0.000183064,0.500207,3.73765e-05,-0.000102013,0.50031,0.979854,0.000237297
495,0.00817121,0.500311,-9.80862e-06,0.000182601,0.500207,3.72821e-05,-0.000101756,0.500309,0.979876,0.000236697
496,0.00815667,0.50031,-9.78388e-06,0.000182141,0.500206,3.71881e-05,-0.000101499,0.500309,0.979899,0.0002361
497,0.00814221,0.500309,-9.75925e-06,0.000181682,0.500206,3.70945e-05,-0.000101244,0.500308,0.979921,0.000235506
498,0.00812781,0.500309,-9.73473e-06,0.000181226,0.500205,3.70013e-05,-0.000100989,0.500307,0.979944,0.000234914
499,0.00811348,0.500308,-9.71032e-06,0.000180771,0.500205,3.69085e-05,-0.000100736,0.500306,0.979966,0.000234325
500,0.00809922,0.500307,-9.68602e-06,0.000180319,0.500204,3.68161e-05,-0.000100484,0.500306,0.979989,0.000233739
501,0.00808503,0.500306,-9.66182e-06,0.000179868,0.500204,3.67241e-05,-0.000100233,0.500305,0.980011,0.000233155
502,0.0080709,0.500306,-9.63772e-06,0.00017942,0.500203,3.66325e-05,-9.99828e-05,0.500304,0.980033,0.000232573
503,0.00805685,0.500305,-9.61374e-06,0.000178973,0.500203,3.65413e-05,-9.9734e-05,0.500303,0.980055,0.000231994
504,0.00804285,0.500304,-9.58985e-06,0.000178529,0.500202,3.64506e-05,-9.94862e-05,0.500302,0.980077,0.000231418
505,0.00802893,0.500303,-9.56607e-06,0.000178086,0.500202,3.63602e-05,-9.92395e-05,0.500302,0.980099,0.000230844
506,0.00801507,0.500302,-9.54239e-06,0.000177645,0.500201,3.62702e-05,-9.89939e-05,0.500301,0.980121,0.000230273
507,0.00800128,0.500302,-9.51882e-06,0.000177206,0.500201,3.61806e-05,-9.87493e-05,0.5003,0.980142,0.000229704
508,0.00798755,0.500301,-9.49535e-06,0.000176769,0.5002,3.60913e-05,-9.85058e-05,0.500299,0.980164,0.000229137
509,0.00797388,0.5003,-9.47197e-06,0.000176334,0.5002,3.60025e-05,-9.82633e-05,0.500299,0.980186,0.000228573
510,0.00796028,0.500299,-9.4487e-06,0.000175901,0.500199,3.59141e-05,-9.80219e-05,0.500298,0.980207,0.000228012
511,0.00794674,0.500299,-9.42553e-06,0.00017547,0.500199,3.5826e-05,-9.77815e-05,0.500297,0.980229,0.000227453
512,0.00793327,0.500298,-9.40246e-06,0.00017504,0.500198,3.57383e-05,-9.75421e-05,0.500297,0.98025,0.000226896
513,0.00791985,0.500297,-9.37948e-06,0.000174612,0.500198,3.5651e-05,-9.73038e-05,0.500296,0.980272,0.000226341
514,0.00790651,0.500297,-9.35661e-06,0.000174187,0.500197,3.5564e-05,-9.70665e-05,0.500295,0.980293,0.000225789
515,0.00789322,0.500296,-9.33383e-06,0.000173762,0.500197,3.54774e-05,-9.68302e-05,0.500294,0.980314,0.00022524
516,0.00787999,0.500295,-9.31115e-06,0.00017334,0.500196,3.53912e-05,-9.65949e-05,0.500294,0.980336,0.000224692
517,0.00786683,0.500294,-9.28856e-06,0.00017292,0.500196,3.53054e-05,-9.63606e-05,0.500293,0.980357,0.000224147
518,0.00785372,0.500294,-9.26607e-06,0.000172501,0.500195,3.52199e-05,-9.61272e-05,0.500292,0.980378,0.000223605
519,0.00784068,0.500293,-9.24367e-06,0.000172084,0.500195,3.51348e-05,-9.58949e-05,0.500292,0.980399,0.000223064
520,0.00782769,0.500292,-9.22137e-06,0.000171669,0.500194,3.505e-05,-9.56636e-05,0.500291,0.98042,0.000222526
521,0.00781477,0.500292,-9.19917e-06,0.000171256,0.500194,3.49656e-05,-9.54332e-05,0.50029,0.980441,0.00022199
522,0.00780191,0.500291,-9.17705e-06,0.000170844,0.500193,3.48815e-05,-9.52038e-05,0.500289,0.980461,0.000221456
523,0.0077891,0.50029,-9.15503e-06,0.000170434,0.500193,3.47978e-05,-9.49753e-05,0.500289,0.980482,0.000220925
524,0.00777635,0.500289,-9.1331e-06,0.000170026,0.500192,3.47145e-05,-9.47479e-05,0.500288,0.980503,0.000220396
525,0.00776366,0.500289,-9.11127e-06,0.000169619,0.500192,3.46315e-05,-9.45213e-05,0.500287,0.980523,0.000219869
526,0.00775103,0.500288,-9.08952e-06,0.000169214,0.500191,3.45488e-05,-9.42957e-05,0.500287,0.980544,0.000219344
527,0.00773846,0.500287,-9.06787e-06,0.000168811,0.500191,3.44665e-05,-9.40711e-05,0.500286,0.980564,0.000218822
528,0.00772594,0.500287,-9.0463e-06,0.00016841,0.500191,3.43846e-05,-9.38474e-05,0.500285,0.980585,0.000218301
529,0.00771348,0.500286,-9.02483e-06,0.00016801,0.50019,3.43029e-05,-9.36246e-05,0.500285,0.980605,0.000217783
530,0.00770107,0.500285,-9.00344e-06,0.000167612,0.50019,3.42216e-05,-9.34027e-05,0.500284,0.980625,0.000217267
531,0.00768872,0.500285,-8.98214e-06,0.000167215,0.500189,3.41407e-05,-9.31817e-05,0.500283,0.980646,0.000216753
532,0.00767643,0.500284,-8.96093e-06,0.00016682,0.500189,3.40601e-05,-9.29617e-05,0.500283,0.980666,0.000216241
533,0.00766419,0.500283,-8.93981e-06,0.000166427,0.500188,3.39798e-05,-9.27426e-05,0.500282,0.980686,0.000215731
534,0.00765201,0.500283,-8.91877e-06,0.000166036,0.500188,3.38998e-05,-9.25243e-05,0.500281,0.980706,0.000215224
535,0.00763988,0.500282,-8.89782e-06,0.000165646,0.500187,3.38202e-05,-9.2307e-05,0.500281,0.980726,0.000214718
536,0.00762781,0.500281,-8.87696e-06,0.000165257,0.500187,3.37409e-05,-9.20906e-05,0.50028,0.980746,0.000214215
537,0.00761579,0.500281,-8.85618e-06,0.00016487,0.500187,3.36619e-05,-9.1875e-05,0.500279,0.980766,0.000213713
538,0.00760382,0.50028,-8.83549e-06,0.000164485,0.500186,3.35833e-05,-9.16603e-05,0.500279,0.980786,0.000213214
539,0.00759191,0.500279,-8.81488e-06,0.000164101,0.500186,3.35049e-05,-9.14465e-05,0.500278,0.980805,0.000212717
540,0.00758005,0.500279,-8.79435e-06,0.000163719,0.500185,3.34269e-05,-9.12336e-05,0.500277,0.980825,0.000212221
541,0.00756824,0.500278,-8.77391e-06,0.000163339,0.500185,3.33492e-05,-9.10215e-05,0.500277,0.980845,0.000211728
542,0.00755648,0.500277,-8.75355e-06,0.00016296,0.500184,3.32718e-05,-9.08103e-05,0.500276,0.980864,0.000211237
543,0.00754478,0.500277,-8.73327e-06,0.000162582,0.500184,3.31947e-05,-9.05999e-05,0.500275,0.980884,0.000210747
544,0.00753312,0.500276,-8.71307e-06,0.000162206,0.500183,3.3118e-05,-9.03904e-05,0.500275,0.980903,0.00021026
545,0.00752152,0.500275,-8.69296e-06,0.000161832,0.500183,3.30415e-05,-9.01817e-05,0.500274,0.980923,0.000209775
546,0.00750997,0.500275,-8.67293e-06,0.000161459,0.500183,3.29654e-05,-8.99739e-05,0.500273,0.980942,0.000209291
547,0.00749847,0.500274,-8.65298e-06,0.000161087,0.500182,3.28895e-05,-8.97669e-05,0.500273,0.980962,0.00020881
548,0.00748702,0.500274,-8.6331e-06,0.000160717,0.500182,3.2814e-05,-8.95608e-05,0.500272,0.980981,0.00020833
549,0.00747562,0.500273,-8.61331e-06,0.000160349,0.500181,3.27388e-05,-8.93554e-05,0.500272,0.981,0.000207852
550,0.00746427,0.500272,-8.5936e-06,0.000159982,0.500181,3.26638e-05,-8.91509e-05,0.500271,0.981019,0.000207377
551,0.00745297,0.500272,-8.57396e-06,0.000159616,0.500181,3.25892e-05,-8.89472e-05,0.50027,0.981038,0.000206903
552,0.00744172,0.500271,-8.5544e-06,0.000159252,0.50018,3.25149e-05,-8.87443e-05,0.50027,0.981057,0.000206431
553,0.00743051,0.50027,-8.53492e-06,0.00015889,0.50018,3.24408e-05,-8.85422e-05,0.500269,0.981076,0.000205961
554,0.00741936,0.50027,-8.51552e-06,0.000158529,0.500179,3.23671e-05,-8.8341e-05,0.500268,0.981095,0.000205493
555,0.00740825,0.500269,-8.4962e-06,0.000158169,0.500179,3.22936e-05,-8.81405e-05,0.500268,0.981114,0.000205026
556,0.00739719,0.500269,-8.47695e-06,0.00015781,0.500178,3.22205e-05,-8.79408e-05,0.500267,0.981133,0.000204562
557,0.00738618,0.500268,-8.45777e-06,0.000157453,0.500178,3.21476e-05,-8.77419e-05,0.500267,0.981152,0.000204099
558,0.00737522,0.500267,-8.43868e-06,0.000157098,0.500178,3.2075e-05,-8.75438e-05,0.500266,0.98117,0.000203638
559,0.0073643,0.500267,-8.41965e-06,0.000156744,0.500177,3.20027e-05,-8.73464e-05,0.500265,0.981189,0.000203179
560,0.00735343,0.500266,-8.40071e-06,0.000156391,0.500177,3.19307e-05,-8.71499e-05,0.500265,0.981208,0.000202722
561,0.0073426,0.500266,-8.38183e-06,0.00015604,0.500176,3.18589e-05,-8.69541e-05,0.500264,0.981226,0.000202267
562,0.00733183,0.500265,-8.36303e-06,0.00015569,0.500176,3.17875e-05,-8.6759e-05,0.500264,0.981245,0.000201813
563,0.00732109,0.500264,-8.34431e-06,0.000155341,0.500176,3.17163e-05,-8.65648e-05,0.500263,0.981263,0.000201361
564,0.00731041,0.500264,-8.32565e-06,0.000154994,0.500175,3.16454e-05,-8.63713e-05,0.500262,0.981281,0.000200911
565,0.00729976,0.500263,-8.30707e-06,0.000154648,0.500175,3.15748e-05,-8.61785e-05,0.500262,0.9813,0.000200463
566,0.00728917,0.500263,-8.28857e-06,0.000154303,0.500175,3.15044e-05,-8.59865e-05,0.500261,0.981318,0.000200016
567,0.00727862,0.500262,-8.27013e-06,0.00015396,0.500174,3.14344e-05,-8.57952e-05,0.500261,0.981336,0.000199571
568,0.00726811,0.500261,-8.25176e-06,0.000153618,0.500174,3.13646e-05,-8.56047e-05,0.50026,0.981354,0.000199128
569,0.00725764,0.500261,-8.23347e-06,0.000153278,0.500173,3.1295e-05,-8.54149e-05,0.50026,0.981373,0.000198686
570,0.00724722,0.50026,-8.21525e-06,0.000152938,0.500173,3.12258e-05,-8.52259e-05,0.500259,0.981391,0.000198247
571,0.00723685,0.50026,-8.19709e-06,0.000152601,0.500173,3.11568e-05,-8.50376e-05,0.500258,0.981409,0.000197809
572,0.00722651,0.500259,-8.17901e-06,0.000152264,0.500172,3.1088e-05,-8.485e-05,0.500258,0.981427,0.000197372
573,0.00721622,0.500259,-8.161e-06,0.000151929,0.500172,3.10196e-05,-8.46631e-05,0.500257,0.981445,0.000196937
574,0.00720598,0.500258,-8.14305e-06,0.000151594,0.500171,3.09513e-05,-8.44769e-05,0.500257,0.981462,0.000196504
575,0.00719577,0.500257,-8.12518e-06,0.000151262,0.500171,3.08834e-05,-8.42915e-05,0.500256,0.98148,0.000196073
576,0.00718561,0.500257,-8.10737e-06,0.00015093,0.500171,3.08157e-05,-8.41067e-05,0.500256,0.981498,0.000195643
577,0.00717549,0.500256,-8.08963e-06,0.0001506,0.50017,3.07483e-05,-8.39227e-05,0.500255,0.981516,0.000195215
578,0.00716541,0.500256,-8.07196e-06,0.000150271,0.50017,3.06811e-05,-8.37394e-05,0.500254,0.981534,0.000194789
579,0.00715537,0.500255,-8.05435e-06,0.000149943,0.50017,3.06142e-05,-8.35567e-05,0.500254,0.981551,0.000194364
580,0.00714538,0.500255,-8.03681e-06,0.000149617,0.500169,3.05475e-05,-8.33748e-05,0.500253,0.981569,0.000193941
581,0.00713542,0.500254,-8.01934e-06,0.000149291,0.500169,3.04811e-05,-8.31935e-05,0.500253,0.981586,0.000193519
582,0.00712551,0.500253,-8.00193e-06,0.000148967,0.500168,3.0415e-05,-8.3013e-05,0.500252,0.981604,0.000193099
583,0.00711564,0.500253,-7.98459e-06,0.000148645,0.500168,3.03491e-05,-8.28331e-05,0.500252,0.981621,0.000192681
584,0.0071058,0.500252,-7.96732e-06,0.000148323,0.500168,3.02834e-05,-8.26539e-05,0.500251,0.981639,0.000192264
585,0.00709601,0.500252,-7.95011e-06,0.000148003,0.500167,3.0218e-05,-8.24753e-05,0.500251,0.981656,0.000191848
586,0.00708626,0.500251,-7.93296e-06,0.000147683,0.500167,3.01528e-05,-8.22975e-05,0.50025,0.981673,0.000191435
587,0.00707654,0.500251,-7.91588e-06,0.000147365,0.500167,3.00879e-05,-8.21203e-05,0.500249,0.981691,0.000191022
588,0.00706687,0.50025,-7.89887e-06,0.000147049,0.500166,3.00232e-05,-8.19437e-05,0.500249,0.981708,0.000190612
589,0.00705723,0.50025,-7.88191e-06,0.000146733,0.500166,2.99588e-05,-8.17678e-05,0.500248,0.981725,0.000190203
590,0.00704764,0.500249,-7.86502e-06,0.000146419,0.500166,2.98946e-05,-8.15926e-05,0.500248,0.981742,0.000189795
591,0.00703808,0.500249,-7.8482e-06,0.000146105,0.500165,2.98306e-05,-8.14181e-05,0.500247,0.981759,0.000189389
592,0.00702856,0.500248,-7.83143e-06,0.000145793,0.500165,2.97669e-05,-8.12442e-05,0.500247,0.981776,0.000188985
593,0.00701908,0.500247,-7.81473e-06,0.000145482,0.500164,2.97034e-05,-8.10709e-05,0.500246,0.981793,0.000188581
594,0.00700963,0.500247,-7.79809e-06,0.000145173,0.500164,2.96402e-05,-8.08983e-05,0.500246,0.98181,0.00018818
595,0.00700023,0.500246,-7.78151e-06,0.000144864,0.500164,2.95771e-05,-8.07263e-05,0.500245,0.981827,0.00018778
596,0.00699086,0.500246,-7.76499e-06,0.000144556,0.500163,2.95144e-05,-8.05549e-05,0.500245,0.981844,0.000187381
597,0.00698153,0.500245,-7.74854e-06,0.00014425,0.500163,2.94518e-05,-8.03842e-05,0.500244,0.981861,0.000186984
598,0.00697223,0.500245,-7.73214e-06,0.000143945,0.500163,2.93895e-05,-8.02141e-05,0.500244,0.981877,0.000186589
599,0.00696298,0.500244,-7.71581e-06,0.000143641,0.500162,2.93274e-05,-8.00446e-05,0.500243,0.981894,0.000186194
600,0.00695376,0.500244,-7.69953e-06,0.000143338,0.500162,2.92655e-05,-7.98758e-05,0.500243,0.981911,0.000185802
601,0.00694457,0.500243,-7.68332e-06,0.000143036,0.500162,2.92039e-05,-7.97076e-05,0.500242,0.981927,0.00018541
602,0.00693542,0.500243,-7.66716e-06,0.000142735,0.500161,2.91425e-05,-7.954e-05,0.500242,0.981944,0.00018502
603,0.00692631,0.500242,-7.65106e-06,0.000142435,0.500161,2.90813e-05,-7.9373e-05,0.500241,0.98196,0.000184632
604,0.00691723,0.500242,-7.63502e-06,0.000142137,0.500161,2.90204e-05,-7.92066e-05,0.500241,0.981977,0.000184245
605,0.00690819,0.500241,-7.61904e-06,0.000141839,0.50016,2.89596e-05,-7.90408e-05,0.50024,0.981993,0.000183859
606,0.00689919,0.500241,-7.60312e-06,0.000141543,0.50016,2.88991e-05,-7.88756e-05,0.50024,0.98201,0.000183475
607,0.00689022,0.50024,-7.58726e-06,0.000141248,0.50016,2.88388e-05,-7.87111e-05,0.500239,0.982026,0.000183092
608,0.00688128,0.50024,-7.57145e-06,0.000140953,0.500159,2.87787e-05,-7.85471e-05,0.500239,0.982042,0.000182711
609,0.00687238,0.500239,-7.5557e-06,0.00014066,0.500159,2.87189e-05,-7.83837e-05,0.500238,0.982059,0.000182331
610,0.00686351,0.500239,-7.54001e-06,0.000140368,0.500159,2.86592e-05,-7.82209e-05,0.500238,0.982075,0.000181952
611,0.00685468,0.500238,-7.52438e-06,0.000140077,0.500158,2.85998e-05,-7.80587e-05,0.500237,0.982091,0.000181575
